house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
101056.0,1213,2,1,4.6,16.0,23.9,2508.0,1,0,6,15742357.0
101057.0,1633,3,3,3.2,18.0,32.4,3423.0,0,0,4,12923028.0
101058.0,2412,5,4,8.3,18.0,10.3,6380.199999999993,1,0,15,46250249.55
101059.0,2003,3,3,4.1,12.0,20.5,5092.0,1,0,8,25465442.0
101060.0,1409,5,3,1.9,50.0,23.8,2389.0,1,0,22,6908719.0
101061.0,2152,6,4,5.2,21.0,15.2,4942.0,1,1,1,31389482.0
101062.0,606,1,1,3.8,43.0,30.8,1026.75,1,0,5,6189628.85
101063.0,2397,6,4,8.5,6.950000000000017,10.7,4999.0,1,0,0,42912101.0
101064.0,606,1,1,7.6,12.0,11.6,1066.0,0,0,1,8387428.0
101065.0,1414,4,3,4.5,10.0,29.3,2063.0,0,0,9,17605408.0
101066.0,922,1,1,3.5,6.950000000000017,31.0,1733.0,0,0,0,10730568.0
101067.0,808,3,3,8.9,25.0,4.0,1280.0,0,0,12,17252479.0
101068.0,2405,5,2,3.9,15.0,30.5,3464.0,1,0,0,25889298.0
101069.0,1346,2,1,8.3,8.0,4.0,3237.0,0,0,8,21016394.0
101070.0,1875,5,4,8.1,13.0,13.5,4913.0,0,0,1,38584303.0
101071.0,1620,5,4,3.0,31.0,28.0,3736.0,0,1,6,15138924.0
101072.0,1960,6,5,6.9,47.0,21.2,3405.0,1,1,2,31152626.0
101073.0,1700,3,1,6.1,16.0,19.0,2724.0,0,0,1,23957948.0
101074.0,816,2,1,6.2,14.0,14.9,1433.0,1,0,13,12106323.0
101075.0,2298,5,2,6.4,16.0,14.8,4293.0,1,0,15,32198243.0
101076.0,1329,4,3,7.9,13.0,27.5,1963.0,0,1,13,22382576.0
101077.0,638,1,1,7.4,14.0,13.3,1679.0,1,0,5,10108553.0
101078.0,1372,2,3,3.3,50.0,28.7,2577.0,1,0,22,9904737.0
101079.0,2625,5,4,4.4,32.0,9.7,6380.199999999993,1,1,4,30612410.0
101080.0,2203,5,4,8.9,35.0,4.0,2556.0,0,0,3,46250249.55
101081.0,1423,3,3,8.4,12.0,12.9,2258.0,0,0,12,25893994.0
101082.0,1423,4,3,8.5,31.0,4.0,3580.0,1,0,22,28662237.0
101083.0,1441,4,2,1.9,19.0,32.8,3637.0,1,0,9,7710283.0
101084.0,2735,6,5,6.6,11.0,10.8,3835.0,1,1,2,46250249.55
101085.0,1898,6,3,8.7,50.0,4.0,4141.0,1,0,3,34267887.0
101086.0,1930,5,5,5.6,28.0,13.8,4241.0,1,0,7,30368733.0
101087.0,2320,4,3,8.7,49.0,18.1,3654.0,0,0,15,44279097.0
101088.0,1805,5,4,5.5,40.0,20.5,3997.0,1,0,1,23148107.0
101089.0,1482,3,2,2.9,6.950000000000017,20.8,1559.0,0,0,0,12786249.0
101090.0,1522,4,3,5.3,12.0,23.8,2198.0,0,0,1,18606971.0
101091.0,1603,5,4,2.4,31.0,32.8,3782.0,1,0,19,11037911.0
101092.0,1626,4,3,4.5,18.0,19.2,3281.0,1,0,8,17768738.0
101093.0,2123,4,3,3.3,28.0,30.9,4350.0,1,0,22,18273451.0
101094.0,1684,3,3,7.6,39.0,18.2,3191.0,0,0,14,27189184.0
101095.0,2126,6,4,1.9,6.950000000000017,32.8,4937.0,1,0,0,13154797.0
101096.0,1598,3,2,6.2,27.0,12.4,3757.0,0,0,2,26903250.0
101097.0,1701,4,4,8.7,15.0,4.0,4210.0,1,0,8,35900171.0
101098.0,606,2,2,6.8,33.0,4.4,1026.75,0,0,1,6326347.0
101099.0,2246,6,4,8.6,43.0,5.3,3969.0,0,0,22,46250249.55
101100.0,1875,4,4,8.3,21.0,7.9,3123.0,1,1,3,33779585.0
101101.0,2299,5,3,8.6,19.0,7.5,3140.0,1,0,19,44898253.0
101102.0,606,1,2,8.9,28.0,5.9,1026.75,1,0,4,9348693.0
101103.0,2735,6,5,3.0,33.0,32.8,4920.0,1,0,3,26469224.0
101104.0,1559,4,2,4.1,50.0,20.7,4616.0,0,0,4,16871847.0
101105.0,2370,5,5,8.0,6.950000000000017,10.7,3251.0,1,0,0,37967757.0
101106.0,974,3,3,3.7,50.0,13.0,2554.0,1,0,7,8821673.0
101107.0,2048,4,3,5.6,40.0,31.6,3767.0,0,0,1,27925905.0
101108.0,965,1,2,8.1,49.0,4.0,1810.0,0,0,1,16174969.0
101109.0,1245,2,2,8.9,21.0,4.1,2790.0,0,0,5,23470808.0
101110.0,2735,6,5,5.2,17.0,23.6,3325.0,1,0,4,41220643.0
101111.0,1526,3,1,8.1,6.950000000000017,12.2,2320.0,1,0,0,33956894.0
101112.0,1791,5,3,8.3,14.0,20.0,2248.0,1,0,8,34021274.0
101113.0,2216,4,4,6.0,31.0,21.3,3926.0,1,0,2,31848038.0
101114.0,1972,5,3,8.8,14.0,8.1,2868.0,1,0,0,42206468.0
101115.0,1748,3,3,3.8,23.0,29.9,4877.0,1,0,1,17726751.0
101116.0,1887,4,2,3.1,29.0,32.7,3114.0,1,0,12,15688362.0
101117.0,2735,6,5,4.7,34.0,16.9,1840.0,1,0,19,44359300.0
101118.0,1613,3,3,6.2,50.0,22.2,2902.0,1,0,15,20312614.0
101119.0,1781,4,3,6.6,23.0,13.9,4425.0,1,0,16,28344816.0
101120.0,2333,6,4,5.1,32.0,19.1,6380.199999999993,0,0,3,36643741.0
101121.0,2369,5,4,6.7,18.0,15.8,4412.0,0,0,18,43210245.0
101122.0,2422,4,4,8.9,11.0,4.5,4093.0,1,0,1,46250249.55
101123.0,2065,5,4,5.3,15.0,16.5,4112.0,1,0,15,33823690.0
101124.0,907,2,3,6.4,20.0,21.7,2040.0,0,0,1,15302096.0
101125.0,2712,6,4,5.7,29.0,8.7,3587.0,1,1,3,45346984.0
101126.0,905,2,1,8.9,50.0,4.0,1677.0,0,0,7,17622593.0
101127.0,1847,4,2,3.5,22.0,28.5,3639.0,1,0,1,18300399.0
101128.0,1160,3,3,8.4,16.0,9.4,2352.0,1,0,5,22955520.0
101129.0,1608,4,3,3.9,16.0,29.2,3077.0,0,0,4,17137824.0
101130.0,1864,3,2,4.3,26.0,24.2,2681.0,1,0,10,23762796.0
101131.0,1859,4,4,2.9,26.0,18.3,4096.0,1,0,13,17348536.0
101132.0,1924,4,4,7.9,25.0,11.7,3797.0,0,0,1,31495562.0
101133.0,2699,6,3,6.7,21.0,18.1,5322.0,0,0,0,43132795.0
101134.0,1945,5,3,5.7,35.0,19.3,2627.0,1,0,15,25341494.0
101135.0,1491,3,3,8.0,6.950000000000017,8.2,3555.0,0,0,0,33605414.0
101136.0,2277,5,3,4.8,31.0,19.0,3259.0,0,0,8,25737133.0
101137.0,2423,5,3,7.1,17.0,10.3,6380.199999999993,1,1,17,40601668.0
101138.0,852,1,2,8.8,28.0,4.0,1101.0,1,0,6,17090304.0
101139.0,2038,4,2,4.9,31.0,11.5,5008.0,1,0,2,29764087.0
101140.0,2106,5,3,4.6,16.0,23.5,1801.0,1,0,11,27134681.0
101141.0,1457,2,2,6.7,50.0,9.7,1026.75,0,0,17,20849460.0
101142.0,2544,6,4,8.6,12.0,12.7,4241.0,1,0,7,46250249.55
101143.0,1552,2,2,7.0,46.0,10.4,1026.75,1,1,12,25120971.0
101144.0,1732,3,2,6.1,20.0,8.8,4222.0,1,0,7,26461547.0
101145.0,1538,3,3,4.9,38.0,17.9,3056.0,1,0,5,22182886.0
101146.0,1660,5,4,8.1,7.0,23.3,4715.0,1,0,0,29356787.0
101147.0,937,2,2,7.5,30.0,11.9,1780.0,1,0,2,12557535.0
101148.0,714,1,2,5.9,21.0,21.2,1532.0,0,0,7,9691627.0
101149.0,2686,4,3,6.9,31.0,15.3,4940.0,0,0,5,46250249.55
101150.0,1099,2,1,6.6,31.0,6.8,1622.0,0,0,19,16337186.0
101151.0,1006,3,3,2.5,36.0,32.8,1766.0,0,0,1,6189628.85
101152.0,606,1,1,6.4,45.0,14.3,1026.75,0,0,1,6189628.85
101153.0,1235,3,3,7.0,50.0,6.1,2757.0,1,0,1,18289202.0
101154.0,790,3,2,8.6,8.0,6.1,1434.0,0,0,8,15227322.0
101155.0,2717,6,4,7.1,6.950000000000017,12.5,5271.0,1,0,0,44035409.0
101156.0,2306,6,5,6.4,17.0,20.3,6380.199999999993,1,0,10,32523064.0
101157.0,1203,1,1,4.0,25.0,18.9,2115.0,0,0,2,12458873.0
101158.0,2735,6,5,5.4,17.0,32.8,6380.199999999993,1,0,7,39555520.0
101159.0,2288,4,3,1.9,38.0,25.8,4502.0,1,0,15,11954046.0
101160.0,1439,3,2,2.4,50.0,31.5,3877.0,1,0,12,10065761.0
101161.0,606,1,1,1.9,35.0,17.5,1026.75,1,0,6,6189628.85
101162.0,2735,6,4,7.0,9.0,13.3,5767.0,1,0,1,46250249.55
101163.0,747,2,2,6.3,46.0,18.3,2522.0,1,0,20,10252646.0
101164.0,606,1,2,7.5,15.0,5.8,1026.75,0,0,7,10784914.0
101165.0,2315,5,4,2.5,6.950000000000017,32.8,4361.0,1,0,0,22314552.0
101166.0,2735,6,4,5.6,10.0,20.8,6380.199999999993,1,0,6,44962795.0
101167.0,2550,6,4,5.1,38.0,17.8,3848.0,1,0,3,36847228.0
101168.0,2017,4,3,7.6,32.0,14.7,4961.0,0,0,4,38143202.0
101169.0,2037,4,5,5.2,22.0,15.8,3488.0,0,0,5,29602366.0
101170.0,2205,6,4,3.9,18.0,30.8,5737.0,1,0,10,25337308.0
101171.0,2143,4,3,7.9,10.0,17.4,5542.0,0,0,10,38097673.0
101172.0,1833,3,2,8.7,16.0,11.1,3567.0,0,1,3,46250249.55
101173.0,1718,3,2,5.3,8.0,22.8,2405.0,1,0,2,19460764.0
101174.0,1609,4,1,1.9,32.0,21.3,2840.0,1,0,2,8897326.0
101175.0,1160,3,3,7.2,37.0,22.2,2310.0,0,0,22,19637814.0
101176.0,1468,4,2,4.3,33.0,21.5,3718.0,1,0,2,17078579.0
101177.0,606,3,1,1.9,39.0,32.8,1206.0,1,0,4,6189628.85
101178.0,1586,2,2,3.5,25.0,29.0,3684.0,1,0,7,15908969.0
101179.0,1007,3,2,8.0,38.0,17.1,2225.0,1,1,8,16739468.0
101180.0,933,2,2,5.0,6.950000000000017,13.7,2340.0,1,0,0,14579699.0
101181.0,1767,3,3,6.7,21.0,9.4,3322.0,0,0,1,28265939.0
101182.0,2555,5,3,2.3,32.0,32.8,5363.0,0,0,1,19963771.0
101183.0,2247,4,2,6.0,15.0,7.9,4532.0,0,0,4,33236507.0
101184.0,629,3,3,5.3,20.0,12.5,1093.0,0,0,5,8831900.0
101185.0,1007,3,3,3.3,20.0,25.4,2625.0,1,0,5,10254446.0
101186.0,2262,5,2,4.4,23.0,22.1,5868.0,1,0,5,28631406.0
101187.0,1011,3,3,6.2,12.0,13.2,2753.0,0,0,12,15932082.0
101188.0,1504,2,2,5.2,21.0,23.1,2319.0,1,0,18,18112371.0
101189.0,2008,3,1,5.0,37.0,25.4,4439.0,0,0,16,22084616.0
101190.0,1021,1,2,3.4,9.0,24.7,2711.0,1,0,9,10741332.0
101191.0,1718,3,3,1.9,13.0,28.6,4985.0,1,0,0,10656051.0
101192.0,783,2,2,7.3,22.0,13.0,1026.75,1,0,2,13829719.0
101193.0,1259,3,3,5.7,32.0,14.9,2516.0,0,1,13,18560109.0
101194.0,1858,4,4,5.6,9.0,8.0,3505.0,1,0,9,31674686.0
101195.0,615,1,1,6.7,15.0,16.7,1817.0,0,0,11,8808993.0
101196.0,1936,5,3,4.2,50.0,27.0,1306.0,0,0,13,19293328.0
101197.0,1637,4,2,4.6,23.0,20.3,2245.0,1,0,22,19275234.0
101198.0,2009,5,4,2.8,31.0,13.0,5745.0,1,0,10,16694549.0
101199.0,1796,2,2,6.0,39.0,13.6,3086.0,1,0,3,25895269.0
101200.0,2537,6,4,1.9,23.0,32.8,3093.0,1,0,1,11179823.0
101201.0,1731,3,1,3.0,10.0,17.4,5032.0,0,0,6,17408966.0
101202.0,1371,3,3,3.3,19.0,29.3,1564.0,0,0,12,12708718.0
101203.0,1729,4,3,4.2,32.0,19.7,4518.0,1,0,3,20516292.0
101204.0,2003,5,3,2.4,34.0,27.7,2131.0,1,0,1,14178780.0
101205.0,1682,3,3,4.5,15.0,17.4,1908.0,0,0,15,22093527.0
101206.0,1676,4,4,2.0,14.0,22.2,3553.0,1,0,5,11899738.0
101207.0,1194,1,1,4.8,14.0,29.2,1780.0,1,0,2,14261970.0
101208.0,1219,4,3,5.7,34.0,22.8,2637.0,0,0,2,14259627.0
101209.0,738,1,1,4.3,16.0,26.0,2274.0,0,0,16,7229039.0
101210.0,2735,6,5,6.3,6.950000000000017,21.6,5315.0,1,0,0,46250249.55
101211.0,841,1,1,4.7,18.0,23.9,2503.0,1,0,10,9768959.0
101212.0,1200,2,2,7.6,31.0,17.9,2633.0,1,0,8,18600235.0
101213.0,1183,2,1,6.0,38.0,13.0,3044.0,1,0,22,15777962.0
101214.0,2232,6,3,2.8,15.0,32.8,1313.0,1,0,3,18979855.0
101215.0,1458,3,2,6.4,22.0,23.5,3473.0,1,0,5,20695959.0
101216.0,2461,6,4,4.1,21.0,25.0,5635.0,1,0,0,28730862.0
101217.0,1212,2,3,5.7,19.0,16.2,2162.0,1,0,5,20527142.0
101218.0,1831,2,1,5.2,19.0,12.1,5744.0,1,1,5,24645193.0
101219.0,1107,2,3,5.5,6.950000000000017,19.9,1886.0,0,0,0,18387887.0
101220.0,2735,6,4,4.2,29.0,32.5,3150.0,1,0,4,33640990.0
101221.0,878,2,2,5.6,39.0,11.2,2168.0,1,0,18,11326291.0
101222.0,1851,3,2,8.1,20.0,16.8,2121.0,1,0,15,33720663.0
101223.0,2062,5,4,7.1,11.0,10.9,4219.0,1,0,2,31795350.0
101224.0,1919,4,4,6.6,27.0,12.9,5381.0,0,0,22,32372575.0
101225.0,1530,3,2,3.5,50.0,17.4,3518.0,1,0,10,10711210.0
101226.0,1566,4,3,2.8,27.0,22.1,2900.0,1,0,9,14049604.0
101227.0,1678,5,4,3.3,24.0,29.0,3002.0,1,0,0,16354919.0
101228.0,1554,3,4,3.6,12.0,28.8,4288.0,1,0,12,14127922.0
101229.0,2277,4,2,7.5,6.950000000000017,13.9,2887.0,0,0,0,41602500.0
101230.0,2735,5,5,6.8,20.0,11.6,6380.199999999993,0,0,2,46250249.55
101231.0,1288,2,3,8.4,27.0,4.0,4271.0,1,0,1,25832657.0
101232.0,760,1,1,1.9,46.0,30.6,1768.0,0,0,5,6189628.85
101233.0,1593,4,3,6.2,24.0,14.2,2959.0,0,0,16,23126120.0
101234.0,2735,6,4,7.3,7.0,14.4,6334.0,1,0,0,46250249.55
101235.0,1128,3,2,7.5,12.0,10.6,1931.0,0,1,1,23063510.0
101236.0,2715,6,3,8.4,25.0,8.0,4369.0,1,0,16,46250249.55
101237.0,2735,6,4,4.7,25.0,21.9,5676.0,1,0,6,34645762.0
101238.0,1290,4,4,1.9,33.0,32.8,3106.0,0,0,0,6189628.85
101239.0,2020,5,3,3.3,13.0,32.4,5992.0,1,0,3,23816930.0
101240.0,2708,6,4,5.2,47.0,17.4,2237.0,1,0,15,34418997.0
101241.0,1404,3,1,3.6,28.0,27.5,1026.75,1,0,13,11272355.0
101242.0,1518,3,3,1.9,13.0,32.8,4521.0,0,0,2,8353884.0
101243.0,1272,2,2,8.6,19.0,12.6,2588.0,0,0,0,26124478.0
101244.0,990,2,2,7.0,10.0,21.0,2045.0,1,0,3,18403126.0
101245.0,1228,3,2,5.4,33.0,15.1,2825.0,1,0,16,14896025.0
101246.0,854,2,2,4.5,41.0,17.2,1612.0,1,0,22,8464550.0
101247.0,1672,3,3,6.1,50.0,15.7,5325.0,1,0,9,23362189.0
101248.0,1150,4,3,6.3,21.0,15.8,2639.0,0,0,1,16576091.0
101249.0,1802,4,3,7.9,25.0,17.7,3120.0,0,1,7,37739016.0
101250.0,639,1,1,5.1,24.0,15.3,1141.0,0,0,22,7651857.0
101251.0,1865,4,4,4.5,40.0,21.0,3569.0,1,0,22,22236963.0
101252.0,2192,5,4,8.6,14.0,15.6,3362.0,1,0,14,42333347.0
101253.0,606,2,2,6.7,19.0,16.2,1356.0,1,0,12,7438620.0
101254.0,1893,3,3,6.3,26.0,16.0,3927.0,0,0,6,29581540.0
101255.0,2448,6,4,6.3,39.0,17.5,3177.0,1,0,22,36177970.0
101256.0,864,3,3,6.4,44.0,9.0,1938.0,1,0,22,13168643.0
101257.0,2735,6,5,5.0,36.0,13.1,6380.199999999993,1,0,2,38285631.0
101258.0,1922,4,2,5.2,20.0,9.9,5067.0,0,0,15,23396214.0
101259.0,1192,2,3,5.2,30.0,20.6,1841.0,1,0,22,14095760.0
101260.0,1614,3,2,2.3,22.0,32.8,2154.0,1,0,22,10029050.0
101261.0,2013,4,3,8.3,16.0,14.7,5750.0,0,0,12,42097834.0
101262.0,1699,4,3,1.9,24.0,32.8,1742.0,1,0,8,10503439.0
101263.0,2000,5,3,7.8,50.0,20.3,4445.0,1,0,15,35097644.0
101264.0,1052,2,2,5.8,14.0,18.5,1745.0,0,0,7,17591395.0
101265.0,1760,2,1,7.2,15.0,13.0,4907.0,1,0,4,33067661.0
101266.0,731,2,3,1.9,21.0,32.8,1026.75,1,0,3,6189628.85
101267.0,1578,4,3,7.6,38.0,8.0,2402.0,1,0,8,25640723.0
101268.0,1062,3,2,4.8,7.0,13.5,2517.0,0,0,0,13967457.0
101269.0,1172,2,1,6.1,34.0,14.7,2903.0,0,0,7,14805090.0
101270.0,2453,6,4,3.2,16.0,22.7,6380.199999999993,1,0,3,22597410.0
101271.0,2359,6,4,4.0,33.0,23.3,5387.0,1,0,9,23914820.0
101272.0,2046,5,4,6.1,26.0,11.6,4521.0,1,0,11,32567369.0
101273.0,940,2,1,7.6,18.0,14.4,2472.0,1,1,16,16701943.0
101274.0,1444,3,1,3.9,9.0,19.9,1701.0,0,0,9,14962293.0
101275.0,2439,5,4,4.0,39.0,30.4,3591.0,0,0,14,25321978.0
101276.0,1742,5,5,8.9,21.0,4.0,2139.0,1,0,2,41340553.0
101277.0,2735,6,4,4.3,18.0,21.3,1227.0,1,0,1,31497625.0
101278.0,1906,4,4,5.7,14.0,15.9,4775.0,0,0,2,24643310.0
101279.0,1775,4,3,5.8,28.0,19.0,5073.0,1,1,19,25094201.0
101280.0,1449,4,3,8.4,38.0,15.4,3381.0,1,0,8,25342060.0
101281.0,1737,5,3,8.7,22.0,10.5,3870.0,1,0,6,38082452.0
101282.0,1551,4,2,8.9,14.0,7.2,3181.0,1,1,14,32248475.0
101283.0,2110,5,4,6.9,43.0,18.4,4290.0,1,0,1,38802439.0
101284.0,2272,5,3,5.6,11.0,23.3,6380.199999999993,1,0,0,30843433.0
101285.0,1139,1,1,7.6,20.0,13.8,3337.0,1,0,4,20540201.0
101286.0,785,2,2,7.2,40.0,15.7,1294.0,1,1,3,11651852.0
101287.0,606,1,1,4.9,19.0,24.2,1215.0,1,0,4,6189628.85
101288.0,1980,5,3,8.3,9.0,4.0,5421.0,1,0,9,43340471.0
101289.0,933,2,2,6.4,25.0,13.7,2230.0,1,0,8,15252193.0
101290.0,606,1,1,2.2,44.0,30.7,1026.75,1,0,9,6189628.85
101291.0,1903,4,3,4.2,16.0,20.7,4209.0,1,0,11,24660943.0
101292.0,2735,6,5,6.4,17.0,14.1,3632.0,0,0,5,46250249.55
101293.0,1646,3,4,7.9,38.0,13.5,1741.0,1,0,22,27112823.0
101294.0,2195,6,5,6.8,6.950000000000017,17.0,5422.0,1,0,0,36868153.0
101295.0,1703,4,3,8.6,45.0,12.0,2282.0,1,1,15,35791885.0
101296.0,1586,3,2,4.0,15.0,18.2,1850.0,0,0,2,19416573.0
101297.0,2247,5,4,5.9,7.0,8.8,1696.0,1,0,0,32037834.0
101298.0,1461,3,3,7.8,20.0,16.4,2505.0,1,0,1,28319937.0
101299.0,1824,2,3,6.3,31.0,11.6,4058.0,0,0,10,24466360.0
101300.0,1859,5,3,4.6,18.0,16.3,4225.0,1,0,6,22593324.0
101301.0,1216,3,2,3.0,10.0,20.6,3053.0,0,0,0,12243992.0
101302.0,2295,6,5,2.4,38.0,32.8,4051.0,0,0,22,15048169.0
101303.0,1536,4,3,5.2,20.0,20.7,3171.0,0,0,20,23546127.0
101304.0,1159,1,1,7.1,6.950000000000017,15.8,2906.0,0,0,0,20740725.0
101305.0,1999,4,3,5.4,7.0,22.9,4554.0,1,0,0,26071623.0
101306.0,1066,3,2,8.9,28.0,6.2,1758.0,0,0,4,25241011.0
101307.0,1668,3,3,2.2,9.0,32.8,3636.0,1,0,9,10188577.0
101308.0,1644,2,2,5.8,50.0,10.4,1331.0,1,0,1,21597353.0
101309.0,2356,5,3,3.3,23.0,18.6,4712.0,1,0,9,24790697.0
101310.0,1959,4,2,2.4,13.0,21.0,3191.0,1,0,7,18095567.0
101311.0,1634,4,2,8.9,13.0,9.0,4757.0,1,1,2,37530247.0
101312.0,2182,5,4,8.5,23.0,12.5,3085.0,1,0,22,42655335.0
101313.0,2554,6,3,5.7,49.0,15.1,5287.0,1,0,1,33251467.0
101314.0,2013,5,3,7.6,15.0,10.8,3508.0,1,0,9,37972623.0
101315.0,1657,5,4,3.6,19.0,31.8,2759.0,1,0,4,17933543.0
101316.0,797,1,1,3.3,27.0,20.9,1774.0,0,0,5,7391354.0
101317.0,958,3,3,1.9,19.0,32.6,1676.0,1,0,2,6189628.85
101318.0,1452,4,2,7.1,8.0,9.6,4517.0,0,0,8,27175654.0
101319.0,1254,2,2,8.1,23.0,17.3,1026.75,0,0,22,24058010.0
101320.0,1528,2,1,4.3,15.0,25.9,3635.0,0,0,15,16541200.0
101321.0,1687,3,2,2.2,18.0,20.0,3288.0,0,0,11,13428006.0
101322.0,1994,4,3,7.5,50.0,10.9,3928.0,1,0,14,31603687.0
101323.0,1604,4,3,7.2,19.0,4.0,3499.0,1,0,18,29363388.0
101324.0,1966,4,3,7.0,6.950000000000017,19.4,5109.0,0,0,0,33623579.0
101325.0,1692,3,2,3.9,18.0,32.8,3653.0,1,0,8,17301315.0
101326.0,606,1,1,5.3,21.0,6.0,1170.0,0,0,21,6189628.85
101327.0,1039,3,2,8.9,31.0,4.0,2107.0,1,0,12,21067834.0
101328.0,1556,3,1,4.4,25.0,22.8,2147.0,0,0,1,16481999.0
101329.0,864,2,1,8.8,25.0,8.5,1682.0,0,0,15,17214771.0
101330.0,2040,4,3,5.9,26.0,14.8,5491.0,1,0,0,28081491.0
101331.0,2645,6,4,6.5,34.0,5.1,4638.0,1,0,19,41922432.0
101332.0,2442,5,4,6.8,8.0,16.5,3297.0,0,0,8,38764913.0
101333.0,1511,4,4,8.9,50.0,13.3,3584.0,0,0,18,26552512.0
101334.0,2619,6,3,6.2,17.0,32.8,5767.0,1,0,0,36436972.0
101335.0,1747,4,4,3.0,11.0,32.8,2686.0,1,0,11,15197448.0
101336.0,1431,5,3,1.9,28.0,23.6,2662.0,0,0,10,7958647.0
101337.0,1251,2,2,7.6,19.0,12.1,2366.0,1,1,16,20960605.0
101338.0,1453,3,2,3.9,36.0,26.9,2912.0,1,0,8,15013766.0
101339.0,1398,2,2,7.5,15.0,8.4,3338.0,1,1,4,27710131.0
101340.0,1761,5,4,2.9,39.0,31.0,3094.0,0,0,4,13436344.0
101341.0,1754,5,3,3.4,11.0,29.0,4243.0,1,0,1,16955403.0
101342.0,1652,5,3,6.9,50.0,21.7,2775.0,0,1,8,23958998.0
101343.0,1934,5,3,7.8,21.0,16.4,5802.0,1,0,2,35594526.0
101344.0,2424,5,4,4.6,48.0,22.9,6380.199999999993,1,0,8,25712291.0
101345.0,2267,5,4,8.0,10.0,7.2,3369.0,0,0,10,39963211.0
101346.0,685,1,2,3.1,33.0,17.9,1026.75,0,0,6,6189628.85
101347.0,606,3,2,2.2,32.0,29.7,1164.0,1,0,2,6189628.85
101348.0,2257,5,3,6.7,20.0,12.5,4863.0,1,0,6,39099356.0
101349.0,762,1,1,5.1,6.950000000000017,17.9,1776.0,1,0,0,10574499.0
101350.0,1504,4,4,4.9,33.0,27.0,2417.0,0,0,6,19049109.0
101351.0,889,1,1,6.1,18.0,24.9,1707.0,1,0,4,12910406.0
101352.0,606,1,1,4.3,43.0,14.7,1026.75,0,0,10,6189628.85
101353.0,2002,4,2,3.7,37.0,22.6,4369.0,1,0,10,21548421.0
101354.0,2143,5,4,7.9,43.0,8.7,2684.0,0,1,1,40465194.0
101355.0,1275,3,2,7.0,30.0,15.9,2474.0,0,0,3,18147526.0
101356.0,606,1,2,6.5,23.0,4.0,1026.75,0,0,7,6189628.85
101357.0,1295,3,3,8.9,49.0,4.0,2189.0,1,0,5,25603131.0
101358.0,1905,5,3,4.2,50.0,21.7,3699.0,1,0,4,20412203.0
101359.0,689,2,2,7.6,22.0,16.9,1588.0,1,0,6,11408409.0
101360.0,1769,5,3,7.9,43.0,11.8,4165.0,1,0,3,33842575.0
101361.0,1640,3,1,6.2,14.0,20.4,4029.0,1,0,4,26283634.0
101362.0,2027,4,2,8.6,11.0,10.4,2251.0,0,0,11,41445882.0
101363.0,1728,3,3,4.2,14.0,30.1,4767.0,0,0,7,16526361.0
101364.0,1018,3,3,5.6,14.0,27.1,1642.0,0,0,14,12326112.0
101365.0,2428,5,4,7.9,34.0,6.7,4023.0,1,0,22,46250249.55
101366.0,1547,4,3,3.3,16.0,30.4,3343.0,1,0,16,14885324.0
101367.0,1632,4,4,5.8,11.0,20.6,2934.0,1,0,3,19088666.0
101368.0,1043,3,2,4.6,11.0,32.8,2312.0,0,1,6,12561677.0
101369.0,1362,3,3,7.2,29.0,8.6,3171.0,0,0,8,26459544.0
101370.0,1075,2,1,3.0,33.0,25.3,1658.0,0,0,19,7986551.0
101371.0,1538,3,1,8.5,31.0,4.0,2906.0,0,1,8,30866369.0
101372.0,2735,6,4,8.7,33.0,4.0,5271.0,0,0,3,46250249.55
101373.0,758,1,1,2.7,18.0,29.2,1952.0,1,0,8,6189628.85
101374.0,606,1,1,4.5,50.0,22.7,1034.0,1,0,0,6189628.85
101375.0,2606,5,3,3.8,18.0,26.8,4417.0,0,0,18,24370827.0
101376.0,1514,2,3,7.1,16.0,16.8,2100.0,0,0,8,22280471.0
101377.0,1215,2,2,7.9,33.0,9.9,1767.0,0,0,11,24542586.0
101378.0,2326,5,4,5.3,18.0,17.6,2767.0,1,0,2,34802641.0
101379.0,1256,2,2,8.9,15.0,4.0,1982.0,1,0,8,32901210.0
101380.0,2735,6,4,5.8,19.0,13.4,6380.199999999993,1,0,8,38477899.0
101381.0,2091,6,4,6.1,25.0,16.4,5049.0,1,0,10,32660321.0
101382.0,1333,4,4,5.3,39.0,20.3,3688.0,0,0,19,15663245.0
101383.0,2735,6,4,8.9,7.0,12.6,4364.0,1,1,0,46250249.55
101384.0,1256,3,3,4.8,39.0,24.3,1044.0,0,0,8,14159791.0
101385.0,2132,6,3,7.8,8.0,20.9,4669.0,1,1,8,41388632.0
101386.0,1845,4,3,6.0,9.0,11.2,5742.0,1,0,4,29896943.0
101387.0,2496,5,4,3.9,25.0,21.9,4265.0,1,0,7,24611694.0
101388.0,2665,4,4,5.5,7.0,13.2,5493.0,1,0,0,40181658.0
101389.0,1671,5,3,3.7,15.0,31.6,1768.0,1,0,6,17839030.0
101390.0,1160,4,3,7.4,37.0,9.8,2340.0,1,0,4,19480874.0
101391.0,1949,4,4,8.2,33.0,17.3,3752.0,1,0,1,36533793.0
101392.0,1209,2,2,8.1,39.0,19.4,1026.75,0,0,10,17757913.0
101393.0,2735,6,4,8.3,15.0,12.6,4076.0,1,0,2,46250249.55
